anio,pais,cargo,nivel_experiencia,tipo_empleo,modalidad,industria,tamanio_empresa,sueldo_clp,sueldo_usd,habilidades,n_habilidades,tiene_cert_cloud,tiene_framework_ml
2023,Colombia,NLP Engineer,Junior,Full Time,Híbrido,Manufactura,Startup,2350000,2582,"dbt, Snowflake, Pandas, Seaborn, Azure",5,True,False
2023,Argentina,Data Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Pequeña (<50),1670000,1835,"NumPy, PyTorch, Azure, Snowflake",4,True,True
2022,Chile,NLP Engineer,Junior,Freelance,Remoto,Educación,Mediana (50-500),1870000,2054,"FastAPI, GCP, scikit-learn",3,True,True
2022,Chile,NLP Engineer,Semi Senior,Full Time,Híbrido,Fintech / Banca,Startup,4370000,4802,"Kubernetes, Matplotlib, Python, GCP, PyTorch, Keras, Estadística, Machine Learning, Docker",9,True,True
2024,Colombia,AI Engineer,Semi Senior,Full Time,Híbrido,Educación,Pequeña (<50),2930000,3219,"Keras, scikit-learn, Docker, dbt, AWS",5,True,True
2024,Chile,AI Engineer,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Startup,4510000,4956,"Deep Learning, Docker, Azure, Python, Linux, TensorFlow, scikit-learn, R, BigQuery",9,True,True
2022,Chile,Data Engineer,Junior,Full Time,Híbrido,Minería,Grande (+500),2590000,2846,"Machine Learning, Deep Learning, Pandas, FastAPI, Airflow, Git",6,False,False
2024,Chile,ML Engineer,Junior,Full Time,Presencial,Educación,Startup,1810000,1989,"Snowflake, Pandas, Excel, Docker, Azure",5,True,False
2023,Chile,AI Engineer,Senior,Full Time,Híbrido,Educación,Startup,5020000,5516,"Machine Learning, Matplotlib, AWS, SQL, BigQuery, Looker, Deep Learning, Kubernetes, Git, NumPy, Computer Vision",11,True,False
2022,Chile,MLOps Engineer,Junior,Contrato,Híbrido,Manufactura,Mediana (50-500),2520000,2769,"GCP, NLP, Seaborn",3,True,False
2023,México,Data Analyst,Junior,Contrato,Remoto,Salud,Pequeña (<50),1610000,1769,"dbt, R, Deep Learning",3,False,False
2024,México,MLOps Engineer,Junior,Contrato,Híbrido,Salud,Pequeña (<50),2260000,2483,"Computer Vision, Power Query, AWS, Deep Learning, Seaborn, Machine Learning",6,True,False
2022,Chile,ML Engineer,Junior,Contrato,Híbrido,Fintech / Banca,Mediana (50-500),2650000,2912,"Excel, Estadística, TensorFlow, Power BI",4,False,True
2024,México,NLP Engineer,Senior,Full Time,Remoto,Fintech / Banca,Pequeña (<50),8930000,9813,"SQL, NumPy, Pandas, Azure, NLP, MLflow, Seaborn, AWS",8,True,False
2024,Chile,Data Scientist,Lead,Full Time,Presencial,Educación,Startup,6120000,6725,"Looker, Keras, dbt, Excel, Power Query, Kubernetes, SQL, PyTorch, FastAPI, scikit-learn",10,False,True
2023,México,MLOps Engineer,Junior,Full Time,Remoto,Fintech / Banca,Pequeña (<50),3550000,3901,"Excel, Computer Vision, BigQuery, TensorFlow, Snowflake, R",6,False,True
2022,Chile,Data Engineer,Senior,Part Time,Híbrido,Telecomunicaciones,Pequeña (<50),3220000,3538,"Docker, Seaborn, Computer Vision, Excel, NLP, Snowflake, TensorFlow",7,False,True
2023,Chile,AI Engineer,Senior,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),7470000,8208,"dbt, PyTorch, Pandas, Estadística, TensorFlow, Power Query, scikit-learn, Snowflake",8,False,True
2023,México,Data Analyst,Junior,Full Time,Híbrido,Salud,Pequeña (<50),1240000,1362,"Seaborn, Matplotlib, Snowflake, NLP, Azure",5,True,False
2024,Chile,Data Scientist,Lead,Full Time,Remoto,Gobierno / Público,Startup,7160000,7868,"Machine Learning, Matplotlib, MLflow, Docker, Azure, Snowflake, Airflow, dbt, Estadística, Seaborn, PyTorch, R, NLP, scikit-learn",14,True,True
2024,Argentina,AI Engineer,Junior,Full Time,Presencial,Salud,Grande (+500),3120000,3428,"Deep Learning, PyTorch, Computer Vision, Pandas",4,False,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Gobierno / Público,Grande (+500),1880000,2065,"Azure, Estadística, Deep Learning, NumPy, scikit-learn",5,True,True
2022,Colombia,Data Engineer,Lead,Part Time,Híbrido,Salud,Mediana (50-500),6910000,7593,"Computer Vision, Machine Learning, Linux, Deep Learning, Estadística, TensorFlow, PyTorch, Seaborn, AWS, FastAPI, Azure, Spark",12,True,True
2023,Chile,MLOps Engineer,Junior,Freelance,Híbrido,Retail / E-Commerce,Grande (+500),2950000,3241,"SQL, Azure, Looker, Snowflake, Computer Vision, Keras",6,True,True
2023,Chile,Data Analyst,Lead,Part Time,Remoto,Gobierno / Público,Mediana (50-500),4320000,4747,"Excel, FastAPI, Keras, Matplotlib, Kubernetes, GCP, BigQuery, Deep Learning, Python",9,True,True
2022,Chile,Data Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Pequeña (<50),2290000,2516,"Machine Learning, Excel, Spark, Keras",4,False,True
2024,Argentina,BI Analyst,Junior,Full Time,Remoto,Telecomunicaciones,Pequeña (<50),1490000,1637,"Deep Learning, Git, Computer Vision, Spark",4,False,False
2023,Remoto Internacional,ML Engineer,Semi Senior,Contrato,Híbrido,Seguros,Mediana (50-500),4220000,4637,"Linux, Tableau, Matplotlib, Power Query, NumPy, Seaborn, MLflow, Python",8,False,False
2023,Chile,Data Analyst,Lead,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),4830000,5307,"Linux, Tableau, Kubernetes, PyTorch, Spark, scikit-learn, SQL, Computer Vision, Keras",9,False,True
2023,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Educación,Mediana (50-500),2250000,2472,"R, Airflow, Estadística, AWS, Excel, GCP",6,True,False
2022,Chile,ML Engineer,Semi Senior,Full Time,Híbrido,Tecnología,Pequeña (<50),3910000,4296,"Python, Azure, Pandas, PyTorch, MLflow, Airflow, GCP, NumPy",8,True,True
2023,Colombia,NLP Engineer,Junior,Full Time,Presencial,Educación,Startup,1870000,2054,"NLP, Looker, Seaborn",3,False,False
2022,Chile,NLP Engineer,Senior,Freelance,Remoto,Manufactura,Pequeña (<50),6360000,6989,"Git, Excel, Keras, Python, Azure, Computer Vision, Matplotlib, MLflow, PyTorch, scikit-learn, Airflow",11,True,True
2023,Chile,NLP Engineer,Semi Senior,Full Time,Remoto,Minería,Pequeña (<50),4870000,5351,"Seaborn, Airflow, Machine Learning, NumPy, MLflow",5,False,False
2022,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),3130000,3439,"R, TensorFlow, Matplotlib, BigQuery, dbt, Seaborn, GCP",7,True,True
2022,Chile,Data Analyst,Junior,Full Time,Remoto,Manufactura,Grande (+500),1620000,1780,"dbt, Matplotlib, Computer Vision, Spark, Looker, Estadística",6,False,False
2024,México,NLP Engineer,Junior,Freelance,Remoto,Seguros,Pequeña (<50),3060000,3362,"Git, Looker, Excel",3,False,False
2022,Argentina,BI Analyst,Lead,Freelance,Híbrido,Salud,Startup,3640000,4000,"Excel, Machine Learning, TensorFlow, GCP, MLflow, PyTorch, Keras, FastAPI, Airflow, dbt, Looker",11,True,True
2023,Colombia,Data Scientist,Semi Senior,Full Time,Híbrido,Minería,Mediana (50-500),3790000,4164,"dbt, Looker, R, Linux, Computer Vision, Excel",6,False,False
2023,Chile,AI Engineer,Junior,Full Time,Remoto,Educación,Mediana (50-500),2490000,2736,"dbt, Computer Vision, Pandas, scikit-learn, Kubernetes",5,False,True
2023,Chile,Data Analyst,Junior,Full Time,Remoto,Seguros,Mediana (50-500),1720000,1890,"Estadística, NumPy, Git, Deep Learning, Computer Vision, dbt",6,False,False
2022,Chile,Data Scientist,Semi Senior,Full Time,Presencial,Seguros,Pequeña (<50),3000000,3296,"Docker, Azure, Git, Airflow, GCP, SQL, NumPy, Machine Learning",8,True,False
2024,Chile,ML Engineer,Senior,Freelance,Remoto,Manufactura,Pequeña (<50),5430000,5967,"FastAPI, MLflow, Pandas, NLP, NumPy, Kubernetes, Python, Tableau, BigQuery",9,False,False
2022,Chile,Data Engineer,Semi Senior,Part Time,Híbrido,Gobierno / Público,Startup,2850000,3131,"Power Query, Spark, Git, PyTorch, GCP, FastAPI, Machine Learning",7,True,True
2024,Colombia,ML Engineer,Junior,Full Time,Presencial,Retail / E-Commerce,Mediana (50-500),2570000,2824,"Linux, Estadística, Matplotlib, Docker",4,False,False
2024,Chile,MLOps Engineer,Lead,Full Time,Presencial,Salud,Pequeña (<50),6560000,7208,"Pandas, Looker, Linux, Kubernetes, Machine Learning, GCP, Spark, Git, Power Query, Keras, Estadística, Excel, Seaborn, Computer Vision",14,True,True
2024,Chile,AI Engineer,Junior,Contrato,Híbrido,Seguros,Startup,3620000,3978,"Estadística, BigQuery, Snowflake, GCP, Pandas, Python",6,True,False
2024,Chile,Data Analyst,Junior,Full Time,Híbrido,Gobierno / Público,Grande (+500),1740000,1912,"Pandas, Spark, Azure",3,True,False
2024,Chile,NLP Engineer,Senior,Full Time,Híbrido,Seguros,Grande (+500),7920000,8703,"GCP, Azure, Computer Vision, Seaborn, Power Query, Machine Learning, TensorFlow, Excel, Spark, Matplotlib, scikit-learn",11,True,True
2023,Colombia,BI Analyst,Junior,Full Time,Remoto,Tecnología,Grande (+500),2640000,2901,"Spark, AWS, Computer Vision, TensorFlow, Linux, FastAPI",6,True,True
2022,Chile,BI Analyst,Senior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),2530000,2780,"Estadística, Snowflake, Deep Learning, Git, R, Linux, Docker",7,False,False
2024,Chile,AI Engineer,Lead,Full Time,Híbrido,Manufactura,Grande (+500),12830000,14098,"SQL, NLP, Deep Learning, Power BI, Keras, Linux, GCP, Estadística, Machine Learning, Seaborn, Git, BigQuery, AWS",13,True,True
2022,Chile,MLOps Engineer,Senior,Full Time,Híbrido,Manufactura,Startup,5270000,5791,"TensorFlow, Azure, Seaborn, Estadística, NumPy, Snowflake, Tableau, BigQuery, Linux",9,True,True
2022,Argentina,NLP Engineer,Junior,Full Time,Híbrido,Tecnología,Pequeña (<50),2480000,2725,"Spark, Airflow, NumPy, MLflow, Matplotlib, Kubernetes",6,False,False
2022,México,BI Analyst,Senior,Full Time,Híbrido,Salud,Pequeña (<50),3050000,3351,"SQL, Kubernetes, Seaborn, Looker, Matplotlib, Keras, Computer Vision, Deep Learning, Excel",9,False,True
2024,Colombia,AI Engineer,Semi Senior,Full Time,Remoto,Minería,Pequeña (<50),5540000,6087,"MLflow, Git, Airflow, Kubernetes, Python, Machine Learning, scikit-learn, BigQuery, Keras",9,False,True
2024,Chile,Data Engineer,Semi Senior,Contrato,Híbrido,Salud,Pequeña (<50),3180000,3494,"Linux, Deep Learning, Azure, Matplotlib, Pandas, Tableau, MLflow, Machine Learning, Airflow",9,True,False
2024,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Educación,Startup,1970000,2164,"Git, Python, Tableau, NumPy, TensorFlow, Keras, scikit-learn, Deep Learning",8,False,True
2023,Argentina,Data Engineer,Junior,Full Time,Híbrido,Tecnología,Mediana (50-500),2840000,3120,"Snowflake, Kubernetes, GCP",3,True,False
2024,Chile,BI Analyst,Senior,Full Time,Presencial,Educación,Grande (+500),3130000,3439,"BigQuery, Excel, Power BI, NLP, MLflow, Airflow, TensorFlow, Power Query, PyTorch, Linux, Seaborn",11,False,True
2023,Chile,Data Engineer,Senior,Full Time,Híbrido,Retail / E-Commerce,Mediana (50-500),3850000,4230,"dbt, BigQuery, Excel, GCP, Seaborn, Estadística, R, Tableau, Airflow, Keras, SQL",11,True,True
2024,Colombia,Data Analyst,Junior,Contrato,Híbrido,Gobierno / Público,Startup,1360000,1494,"Pandas, Tableau, GCP",3,True,False
2024,Chile,NLP Engineer,Junior,Full Time,Remoto,Tecnología,Startup,3550000,3901,"FastAPI, Python, Machine Learning, TensorFlow, Seaborn, NLP",6,False,True
2023,Chile,NLP Engineer,Senior,Part Time,Presencial,Retail / E-Commerce,Startup,4380000,4813,"dbt, Power Query, AWS, NumPy, Airflow, Spark, Deep Learning, Keras, Pandas, Machine Learning, PyTorch",11,True,True
2022,Chile,Data Analyst,Semi Senior,Freelance,Híbrido,Manufactura,Pequeña (<50),1770000,1945,"Power Query, Python, Pandas, Deep Learning, Spark, Excel",6,False,False
2023,Chile,Data Engineer,Junior,Full Time,Remoto,Educación,Pequeña (<50),1910000,2098,"GCP, scikit-learn, Kubernetes, Docker",4,True,True
2023,Chile,AI Engineer,Semi Senior,Contrato,Remoto,Seguros,Startup,4860000,5340,"Keras, Pandas, Azure, GCP, Git, Power Query",6,True,True
2024,Chile,Data Engineer,Senior,Freelance,Híbrido,Gobierno / Público,Mediana (50-500),4350000,4780,"Estadística, dbt, Kubernetes, Airflow, Spark, Computer Vision, Machine Learning, BigQuery, Keras, AWS, Tableau, NLP",12,True,True
2024,Chile,BI Analyst,Senior,Full Time,Remoto,Seguros,Startup,4190000,4604,"Python, Linux, Power BI, Estadística, AWS, Pandas, Snowflake, Tableau, Kubernetes, Git",10,True,False
2023,Chile,AI Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Mediana (50-500),2200000,2417,"SQL, Pandas, Machine Learning, Git, GCP",5,True,False
2022,Chile,Data Analyst,Semi Senior,Full Time,Remoto,Minería,Pequeña (<50),2180000,2395,"Deep Learning, R, Git, Power Query, TensorFlow, PyTorch, FastAPI, MLflow",8,False,True
2023,Chile,MLOps Engineer,Junior,Full Time,Remoto,Fintech / Banca,Pequeña (<50),3070000,3373,"TensorFlow, Deep Learning, PyTorch, Tableau, Pandas",5,False,True
2024,Chile,MLOps Engineer,Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),6070000,6670,"Pandas, Airflow, MLflow, SQL, Tableau, Git, Computer Vision, R",8,False,False
2022,Colombia,BI Analyst,Lead,Full Time,Híbrido,Seguros,Startup,4520000,4967,"Kubernetes, Computer Vision, Seaborn, NumPy, scikit-learn, Power Query, Matplotlib, PyTorch, Machine Learning, FastAPI, Looker, Python",12,False,True
2023,Chile,Data Engineer,Junior,Part Time,Híbrido,Educación,Startup,1860000,2043,"Looker, Seaborn, SQL",3,False,False
2023,Argentina,MLOps Engineer,Lead,Full Time,Presencial,Manufactura,Pequeña (<50),5180000,5692,"Tableau, BigQuery, Excel, TensorFlow, dbt, Looker, Linux, Airflow, R, MLflow, Kubernetes",11,False,True
2024,Chile,Data Analyst,Senior,Full Time,Híbrido,Educación,Pequeña (<50),2760000,3032,"Tableau, AWS, NumPy, Computer Vision, Airflow, Git, Matplotlib, Seaborn, Estadística",9,True,False
2023,Chile,MLOps Engineer,Lead,Full Time,Remoto,Educación,Pequeña (<50),5950000,6538,"Pandas, Machine Learning, Keras, Airflow, Snowflake, TensorFlow, MLflow, NumPy, Git, Azure",10,True,True
2024,Chile,NLP Engineer,Senior,Contrato,Presencial,Retail / E-Commerce,Pequeña (<50),5300000,5824,"GCP, Keras, Docker, FastAPI, Excel, Power BI, Python, dbt",8,True,True
2023,Chile,Data Scientist,Senior,Contrato,Presencial,Manufactura,Pequeña (<50),4700000,5164,"Docker, GCP, FastAPI, Azure, BigQuery, PyTorch, TensorFlow, scikit-learn",8,True,True
2023,Chile,BI Analyst,Junior,Full Time,Presencial,Minería,Grande (+500),1610000,1769,"Git, Power BI, NLP, Linux",4,False,False
2022,Chile,Data Analyst,Junior,Full Time,Remoto,Educación,Grande (+500),1750000,1923,"Azure, Docker, TensorFlow",3,True,True
2022,Colombia,NLP Engineer,Senior,Freelance,Híbrido,Seguros,Pequeña (<50),6300000,6923,"Seaborn, Deep Learning, Airflow, TensorFlow, Snowflake, Kubernetes, Python, NLP, GCP, Linux, Docker",11,True,True
2023,Chile,MLOps Engineer,Lead,Contrato,Híbrido,Tecnología,Pequeña (<50),9330000,10252,"FastAPI, Kubernetes, Excel, Git, NLP, Spark, Python, PyTorch, Seaborn, Pandas, Azure, SQL",12,True,True
2022,Chile,Data Engineer,Senior,Full Time,Remoto,Telecomunicaciones,Grande (+500),6030000,6626,"R, Power BI, Docker, MLflow, AWS, FastAPI, Looker, Estadística, Excel, NLP",10,True,False
2024,Remoto Internacional,Data Engineer,Junior,Full Time,Híbrido,Manufactura,Mediana (50-500),2230000,2450,"Azure, SQL, Power Query",3,True,False
2022,México,Data Analyst,Junior,Part Time,Híbrido,Seguros,Pequeña (<50),1190000,1307,"SQL, Deep Learning, R, Keras, Estadística",5,False,True
2022,México,Data Scientist,Semi Senior,Full Time,Remoto,Gobierno / Público,Mediana (50-500),2760000,3032,"Excel, Estadística, Tableau, TensorFlow, Deep Learning, Spark",6,False,True
2024,Chile,NLP Engineer,Lead,Contrato,Remoto,Manufactura,Startup,9690000,10648,"FastAPI, Deep Learning, Snowflake, Airflow, Tableau, Azure, NumPy, dbt, AWS",9,True,False
2024,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Gobierno / Público,Mediana (50-500),4000000,4395,"Kubernetes, Excel, scikit-learn, Linux, Keras, NLP",6,False,True
2023,Chile,ML Engineer,Junior,Full Time,Híbrido,Salud,Mediana (50-500),2690000,2956,"Snowflake, BigQuery, dbt, PyTorch, Azure, Docker",6,True,True
2023,Chile,BI Analyst,Senior,Full Time,Híbrido,Gobierno / Público,Grande (+500),3100000,3406,"AWS, Python, Keras, R, Estadística, Linux, TensorFlow, Excel",8,True,True
2023,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Gobierno / Público,Startup,2590000,2846,"NLP, Docker, Computer Vision, Airflow, dbt, Kubernetes",6,False,False
2022,México,ML Engineer,Senior,Full Time,Híbrido,Manufactura,Pequeña (<50),4050000,4450,"Computer Vision, scikit-learn, NumPy, Airflow, R, Linux, AWS, Docker, Pandas, Python",10,True,True
2024,Chile,Data Engineer,Junior,Full Time,Remoto,Minería,Grande (+500),3180000,3494,"FastAPI, NLP, Machine Learning, Excel, Looker",5,False,False
2024,Chile,Data Engineer,Semi Senior,Full Time,Remoto,Manufactura,Mediana (50-500),2970000,3263,"GCP, Matplotlib, Snowflake, Keras, Power BI",5,True,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Manufactura,Mediana (50-500),1590000,1747,"Kubernetes, Keras, Machine Learning, GCP, PyTorch, SQL, Power Query, Snowflake, NLP",9,True,True
2023,México,MLOps Engineer,Lead,Full Time,Remoto,Minería,Pequeña (<50),9910000,10890,"FastAPI, Docker, Tableau, Power BI, Git, Snowflake, Looker, NLP, Spark, Excel, Deep Learning",11,False,False
2022,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Startup,2190000,2406,"Tableau, Kubernetes, dbt, PyTorch, NLP, GCP, Power BI",7,True,True
2022,México,Data Engineer,Junior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),2190000,2406,"Snowflake, scikit-learn, Deep Learning, Kubernetes, NLP",5,False,True
2024,México,AI Engineer,Senior,Full Time,Remoto,Manufactura,Startup,5920000,6505,"R, Git, Airflow, TensorFlow, Pandas, Kubernetes, Docker, MLflow, Excel",9,False,True
2024,Chile,NLP Engineer,Senior,Full Time,Remoto,Retail / E-Commerce,Grande (+500),8480000,9318,"Seaborn, Spark, Power Query, Machine Learning, Docker, SQL, Pandas, Power BI, Git, PyTorch, BigQuery",11,False,True
2023,Argentina,AI Engineer,Lead,Freelance,Híbrido,Manufactura,Pequeña (<50),6740000,7406,"Python, scikit-learn, Power Query, Spark, MLflow, Looker, TensorFlow, Deep Learning, Docker",9,False,True
2024,Chile,AI Engineer,Junior,Full Time,Híbrido,Minería,Startup,3080000,3384,"scikit-learn, TensorFlow, Spark",3,False,True
2024,Chile,BI Analyst,Semi Senior,Full Time,Presencial,Gobierno / Público,Startup,1610000,1769,"NLP, Computer Vision, R, Linux, Estadística, Power Query, Pandas",7,False,False
2022,Chile,MLOps Engineer,Senior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),6680000,7340,"scikit-learn, MLflow, Estadística, SQL, Seaborn, Kubernetes, Machine Learning, PyTorch, AWS",9,True,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Pequeña (<50),1670000,1835,"Azure, Docker, Pandas, Linux, Git, AWS, Deep Learning",7,True,False
2024,Chile,Data Engineer,Senior,Full Time,Híbrido,Tecnología,Pequeña (<50),5520000,6065,"Pandas, FastAPI, scikit-learn, Excel, BigQuery, GCP, Azure, Snowflake",8,True,True
2024,Argentina,NLP Engineer,Senior,Full Time,Remoto,Educación,Mediana (50-500),6670000,7329,"NLP, Seaborn, Azure, Looker, Power Query, Python, Power BI, scikit-learn, MLflow",9,True,True
2024,Chile,AI Engineer,Lead,Full Time,Híbrido,Manufactura,Pequeña (<50),7570000,8318,"Tableau, GCP, Excel, Looker, Matplotlib, FastAPI, NLP, NumPy, Snowflake, PyTorch, BigQuery, Deep Learning, Azure",13,True,True
2024,Chile,BI Analyst,Semi Senior,Contrato,Presencial,Educación,Grande (+500),2070000,2274,"Excel, Pandas, Kubernetes, NLP, Estadística, SQL, TensorFlow",7,False,True
2024,Colombia,Data Engineer,Senior,Freelance,Híbrido,Salud,Grande (+500),6470000,7109,"Kubernetes, NLP, Docker, Keras, Python, Power Query, TensorFlow, Deep Learning",8,False,True
2024,Colombia,NLP Engineer,Senior,Full Time,Híbrido,Educación,Mediana (50-500),5740000,6307,"Git, Airflow, Seaborn, Snowflake, Docker, AWS, Computer Vision, TensorFlow, Azure, dbt, NLP, R",12,True,True
2024,México,Data Engineer,Junior,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),2470000,2714,"scikit-learn, Kubernetes, Matplotlib, Computer Vision, dbt",5,False,True
